meeting_id,race_id,race_date,track,race_time,race_class,race_distance,race_prizes,position,trap,dog_id,dog_name,trainer,comments,starting_price,time_s,time_distance,birth_date,weight,color,sire,dam,breeding_info,race_url
430212,1131523,Saturday 24th May 2025,Towcester,20:39,OR1,500m,1st £500 | Others £100 Race Total £1000,3rd,5,643076,Tiffield Tarquin,R Peckham,"Mid,EP,Crd1",5/2,4.04,29.06 (3/4),Dec-2022,34.9,d - bk,Broadstrand Bono,Swift Acoustic,Dec-2022 | 34.9 | d - bk | Broadstrand Bono - Swift Acoustic,https://www.gbgb.org.uk/meeting/?meetingId=430212&raceId=1131523
430212,1131523,Saturday 24th May 2025,Towcester,20:39,OR1,500m,1st £500 | Others £100 Race Total £1000,4th,2,646591,Teddie,B S Green,"RlsTMid,EP,FcdTCk&Crd1",8/1,4.06,29.30 (3),Apr-2023,27.3,b - bk,Ballymac Cashout,Cloncunny Peecee,Apr-2023 | 27.3 | b - bk | Ballymac Cashout - Cloncunny Peecee,https://www.gbgb.org.uk/meeting/?meetingId=430212&raceId=1131523
430212,1131523,Saturday 24th May 2025,Towcester,20:39,OR1,500m,1st £500 | Others £100 Race Total £1000,5th,4,650980,Flashing Fender,C R Morris,"MidTRls,Crd1,FcdTCk2",10/1,4.12,29.63 (4),Aug-2023,33.2,d - bk,Ballymac Best,Ballymac Ariel,Aug-2023 | 33.2 | d - bk | Ballymac Best - Ballymac Ariel,https://www.gbgb.org.uk/meeting/?meetingId=430212&raceId=1131523
430212,1131523,Saturday 24th May 2025,Towcester,20:39,OR1,500m,1st £500 | Others £100 Race Total £1000,6th,3,640268,Thats It Jack,D Blackbird,"RlsTMid,SAw,FcdTCk4",16/1,4.19,29.69 (3/4),Sep-2022,31.7,d - bk,Malachi,Clongeel Mills,Sep-2022 | 31.7 | d - bk | Malachi - Clongeel Mills,https://www.gbgb.org.uk/meeting/?meetingId=430212&raceId=1131523
430522,1134265,Saturday 31st May 2025,Towcester,21:15,OR1,500m,1st £1000 | 2nd £500 | Others £250 Race Total £2500,1st,6,642409,Slick Sentinel,P Janssens,"Mid,VQAw,LdTo2,CmAgRnIn",14/1,4.0,28.87 (SH),Aug-2022,36.7,d - bkw,Droopys Sydney,Droopys Alice,Aug-2022 | 36.7 | d - bkw | Droopys Sydney - Droopys Alice,https://www.gbgb.org.uk/meeting/?meetingId=430522&raceId=1134265
430522,1134265,Saturday 31st May 2025,Towcester,21:15,OR1,500m,1st £1000 | 2nd £500 | Others £250 Race Total £2500,2nd,2,643492,Droopys Plunge,P Janssens,"Rls,FinStrong",6/1,4.11,28.88 (SH),Nov-2022,32.2,d - bk,Droopys Sydney,Droopys Sweet,Nov-2022 | 32.2 | d - bk | Droopys Sydney - Droopys Sweet,https://www.gbgb.org.uk/meeting/?meetingId=430522&raceId=1134265
430522,1134265,Saturday 31st May 2025,Towcester,21:15,OR1,500m,1st £1000 | 2nd £500 | Others £250 Race Total £2500,3rd,5,644463,Bockos Diamond,G D Holland,"MidTW,EP,Led2ToNrLn",8/13F,4.05,28.89 (SH),Sep-2022,35.4,d - bk,Dorotas Wildcat,Seaglass Shadow,Sep-2022 | 35.4 | d - bk | Dorotas Wildcat - Seaglass Shadow,https://www.gbgb.org.uk/meeting/?meetingId=430522&raceId=1134265
430522,1134265,Saturday 31st May 2025,Towcester,21:15,OR1,500m,1st £1000 | 2nd £500 | Others £250 Race Total £2500,4th,4,634741,Keefill Maverick,P Milner,"Mid,Crd1",28/1,4.09,29.21 (4),Jul-2022,33.1,d - bkw,Droopys Addition,Tarsna Atalanta,Jul-2022 | 33.1 | d - bkw | Droopys Addition - Tarsna Atalanta,https://www.gbgb.org.uk/meeting/?meetingId=430522&raceId=1134265
430522,1134265,Saturday 31st May 2025,Towcester,21:15,OR1,500m,1st £1000 | 2nd £500 | Others £250 Race Total £2500,5th,3,650985,Droopys Trade,P Janssens,"MidTRls,Crd&FcdTCkW1",7/1,4.1,29.30 (1),Jul-2023,36.7,d - bk,Droopys Sydney,Droopys Alice,Jul-2023 | 36.7 | d - bk | Droopys Sydney - Droopys Alice,https://www.gbgb.org.uk/meeting/?meetingId=430522&raceId=1134265
430522,1134265,Saturday 31st May 2025,Towcester,21:15,OR1,500m,1st £1000 | 2nd £500 | Others £250 Race Total £2500,6th,1,652361,Bubbly Charger,B Matthews,"RlsTMid,SAw,FcdTCk3",4/1,4.18,29.44 (1 3/4),May-2023,34.5,d - be,Ballymac Bolger,Dolce Vita,May-2023 | 34.5 | d - be | Ballymac Bolger - Dolce Vita,https://www.gbgb.org.uk/meeting/?meetingId=430522&raceId=1134265
431083,1136044,Sunday 8th June 2025,Towcester,15:29,OR2,500m,1st £300 | Others £60 Race Total £600,1st,4,651024,Droopys Poker,K Billingham-hine,"MidTW,SAw,Crd1,Ld4",33/1,4.22,29.11 (1 1/2),Oct-2023,32.7,d - bd,Ballyhimikin Jet,Droopys Gifted,Oct-2023 | 32.7 | d - bd | Ballyhimikin Jet - Droopys Gifted,https://www.gbgb.org.uk/meeting/?meetingId=431083&raceId=1136044
431083,1136044,Sunday 8th June 2025,Towcester,15:29,OR2,500m,1st £300 | Others £60 Race Total £600,2nd,2,653856,Vermithor,M A Wallis,"Rails,QAw,LdTo4",25/1,4.06,29.23 (1 1/2),Dec-2023,36.4,d - bkw,Burgess Bucks,Limini,Dec-2023 | 36.4 | d - bkw | Burgess Bucks - Limini,https://www.gbgb.org.uk/meeting/?meetingId=431083&raceId=1136044
431083,1136044,Sunday 8th June 2025,Towcester,15:29,OR2,500m,1st £300 | Others £60 Race Total £600,3rd,5,653065,Not So Steady,P Janssens,"Middle,EP,Bmp1",11/1,4.07,29.36 (1 1/2),Sep-2023,36.3,d - wbe,Ballymac Bolger,Not So Hotshot,Sep-2023 | 36.3 | d - wbe | Ballymac Bolger - Not So Hotshot,https://www.gbgb.org.uk/meeting/?meetingId=431083&raceId=1136044
431083,1136044,Sunday 8th June 2025,Towcester,15:29,OR2,500m,1st £300 | Others £60 Race Total £600,4th,3,648361,Droopys Aladdin,M A Burton,"RlsTMid,Crd1,Chl3",6/4,4.06,29.37 (SH),Jul-2023,32.7,d - wbk,Serene Ace,Droopys Natalia,Jul-2023 | 32.7 | d - wbk | Serene Ace - Droopys Natalia,https://www.gbgb.org.uk/meeting/?meetingId=431083&raceId=1136044
431083,1136044,Sunday 8th June 2025,Towcester,15:29,OR2,500m,1st £300 | Others £60 Race Total £600,5th,1,650985,Droopys Trade,P Janssens,"MidTRls,Crd1&2",4/5F,4.11,29.39 (HD),Jul-2023,36.5,d - bk,Droopys Sydney,Droopys Alice,Jul-2023 | 36.5 | d - bk | Droopys Sydney - Droopys Alice,https://www.gbgb.org.uk/meeting/?meetingId=431083&raceId=1136044
431083,1136044,Sunday 8th June 2025,Towcester,15:29,OR2,500m,1st £300 | Others £60 Race Total £600,6th,6,648976,Bowmers Wildcat,P W Young,"MidTW,Bmp1,Crd",9/1,4.08,29.56 (2),Aug-2023,30.8,d - bk,Dorotas Wildcat,Droopys Alyssa,Aug-2023 | 30.8 | d - bk | Dorotas Wildcat - Droopys Alyssa,https://www.gbgb.org.uk/meeting/?meetingId=431083&raceId=1136044
